site,region,scenario,year,water_year_type,flow_metric,current_value,reference_value,watercon_value,deltaH_cur_ref,deltaH_watercon_ref
502010,Oso and Small Creeks,"NA",2000,Moderate,Peak_Fre_10,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2000,Moderate,Peak_Fre_2,1,1,1,0,0
502010,Oso and Small Creeks,"NA",2000,Moderate,Peak_Fre_5,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2001,Wet,DS_Dur_WS,198,NA,206,NA,NA
502010,Oso and Small Creeks,"NA",2001,Wet,DS_Tim,210,187,201,23,14
502010,Oso and Small Creeks,"NA",2001,Wet,DS_Mag_50,1.07635,NA,0.83385,NA,NA
502010,Oso and Small Creeks,"NA",2001,Wet,DS_Mag_90,1.21851,NA,0.9681,NA,NA
502010,Oso and Small Creeks,"NA",2001,Wet,FA_Dur,2,NA,2,NA,NA
502010,Oso and Small Creeks,"NA",2001,Wet,FA_Mag,15.589417420864,NA,15.398882704605,NA,NA
502010,Oso and Small Creeks,"NA",2001,Wet,FA_Tim,10,NA,10,NA,NA
502010,Oso and Small Creeks,"NA",2001,Wet,SP_ROC,0.0515609107268602,0.011940992899948,0.0181401010269795,0.039619917826912196,0.0061991081270315
502010,Oso and Small Creeks,"NA",2001,Wet,SP_Dur,58,23,49,35,26
502010,Oso and Small Creeks,"NA",2001,Wet,SP_Mag,94.899,1.3315,94.3253,93.5675,92.9938
502010,Oso and Small Creeks,"NA",2001,Wet,SP_Tim,152,164,152,-12,-12
502010,Oso and Small Creeks,"NA",2001,Wet,Wet_BFL_Dur,136,52,132,84,80
502010,Oso and Small Creeks,"NA",2001,Wet,Wet_BFL_Mag_10,0.8875,0.37244,0.72372,0.51506,0.35128000000000004
502010,Oso and Small Creeks,"NA",2001,Wet,Wet_BFL_Mag_50,0.944,0.4448,0.7462,0.4992,0.3014
502010,Oso and Small Creeks,"NA",2001,Wet,Wet_Tim,16,112,20,-96,-92
502010,Oso and Small Creeks,"NA",2001,Wet,Peak_Tim_10,102,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2001,Wet,Peak_Tim_2,134,153.5,134,-19.5,-19.5
502010,Oso and Small Creeks,"NA",2001,Wet,Peak_Tim_5,102,NA,102,NA,NA
502010,Oso and Small Creeks,"NA",2001,Wet,Peak_Dur_10,1,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2001,Wet,Peak_Dur_2,3,11,3,-8,-8
502010,Oso and Small Creeks,"NA",2001,Wet,Peak_Dur_5,1,NA,1,NA,NA
502010,Oso and Small Creeks,"NA",2001,Wet,Peak_10,238.92954,138.09164,233.50494,100.83789999999999,95.41329999999999
502010,Oso and Small Creeks,"NA",2001,Wet,Peak_2,88.3575,0.7854,87.1673,87.5721,86.3819
502010,Oso and Small Creeks,"NA",2001,Wet,Peak_5,205.08122,54.5362400000001,203.04332,150.5449799999999,148.5070799999999
502010,Oso and Small Creeks,"NA",2001,Wet,Peak_Fre_10,1,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2001,Wet,Peak_Fre_2,3,4,3,-1,-1
502010,Oso and Small Creeks,"NA",2001,Wet,Peak_Fre_5,1,NA,1,NA,NA
502010,Oso and Small Creeks,"NA",2002,Dry,DS_Dur_WS,111,NA,111,NA,NA
502010,Oso and Small Creeks,"NA",2002,Dry,DS_Tim,323,NA,323,NA,NA
502010,Oso and Small Creeks,"NA",2002,Dry,DS_Mag_50,0.7761,NA,0.5958,NA,NA
502010,Oso and Small Creeks,"NA",2002,Dry,DS_Mag_90,0.9882,NA,0.7615,NA,NA
502010,Oso and Small Creeks,"NA",2002,Dry,FA_Dur,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2002,Dry,FA_Mag,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2002,Dry,FA_Tim,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2002,Dry,SP_ROC,0.0179829635427456,NA,0.00205959082795544,NA,NA
502010,Oso and Small Creeks,"NA",2002,Dry,SP_Dur,265,NA,265,NA,NA
502010,Oso and Small Creeks,"NA",2002,Dry,SP_Mag,46.9089,NA,46.2624,NA,NA
502010,Oso and Small Creeks,"NA",2002,Dry,SP_Tim,58,NA,58,NA,NA
502010,Oso and Small Creeks,"NA",2002,Dry,Wet_BFL_Dur,16,NA,17,NA,NA
502010,Oso and Small Creeks,"NA",2002,Dry,Wet_BFL_Mag_10,0.8653,NA,0.7035,NA,NA
502010,Oso and Small Creeks,"NA",2002,Dry,Wet_BFL_Mag_50,0.8703,NA,0.7092,NA,NA
502010,Oso and Small Creeks,"NA",2002,Dry,Wet_Tim,42,NA,41,NA,NA
502010,Oso and Small Creeks,"NA",2002,Dry,Peak_Tim_10,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2002,Dry,Peak_Tim_2,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2002,Dry,Peak_Tim_5,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2002,Dry,Peak_Dur_10,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2002,Dry,Peak_Dur_2,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2002,Dry,Peak_Dur_5,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2002,Dry,Peak_10,238.92954,138.09164,233.50494,100.83789999999999,95.41329999999999
502010,Oso and Small Creeks,"NA",2002,Dry,Peak_2,88.3575,0.7854,87.1673,87.5721,86.3819
502010,Oso and Small Creeks,"NA",2002,Dry,Peak_5,205.08122,54.5362400000001,203.04332,150.5449799999999,148.5070799999999
502010,Oso and Small Creeks,"NA",2002,Dry,Peak_Fre_10,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2002,Dry,Peak_Fre_2,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2002,Dry,Peak_Fre_5,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2003,Wet,DS_Dur_WS,249,NA,239,NA,NA
502010,Oso and Small Creeks,"NA",2003,Wet,DS_Tim,247,263,245,-16,-18
502010,Oso and Small Creeks,"NA",2003,Wet,DS_Mag_50,0.8427,NA,0.6665,NA,NA
502010,Oso and Small Creeks,"NA",2003,Wet,DS_Mag_90,1.05192,NA,0.80006,NA,NA
502010,Oso and Small Creeks,"NA",2003,Wet,FA_Dur,5,NA,2,NA,NA
502010,Oso and Small Creeks,"NA",2003,Wet,FA_Mag,26.4627812066271,NA,26.0423120764465,NA,NA
502010,Oso and Small Creeks,"NA",2003,Wet,FA_Tim,38,NA,38,NA,NA
502010,Oso and Small Creeks,"NA",2003,Wet,SP_ROC,0.0492951580422028,0.00207183530912444,0.00649274253477077,0.04722332273307836,0.00442090722564633
502010,Oso and Small Creeks,"NA",2003,Wet,SP_Dur,48,93,46,-45,-47
502010,Oso and Small Creeks,"NA",2003,Wet,SP_Mag,79.3923,46.0195,76.563,33.372800000000005,30.5435
502010,Oso and Small Creeks,"NA",2003,Wet,SP_Tim,199,170,199,29,29
502010,Oso and Small Creeks,"NA",2003,Wet,Wet_BFL_Dur,131,31,131,100,100
502010,Oso and Small Creeks,"NA",2003,Wet,Wet_BFL_Mag_10,0.756,0.2523,0.6032,0.5037,0.35089999999999993
502010,Oso and Small Creeks,"NA",2003,Wet,Wet_BFL_Mag_50,0.8933,0.269,0.718,0.6243,0.44899999999999995
502010,Oso and Small Creeks,"NA",2003,Wet,Wet_Tim,68,139,68,-71,-71
502010,Oso and Small Creeks,"NA",2003,Wet,Peak_Tim_10,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2003,Wet,Peak_Tim_2,156,165,156,-9,-9
502010,Oso and Small Creeks,"NA",2003,Wet,Peak_Tim_5,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2003,Wet,Peak_Dur_10,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2003,Wet,Peak_Dur_2,3,7,3,-4,-4
502010,Oso and Small Creeks,"NA",2003,Wet,Peak_Dur_5,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2003,Wet,Peak_10,238.92954,138.09164,233.50494,100.83789999999999,95.41329999999999
502010,Oso and Small Creeks,"NA",2003,Wet,Peak_2,88.3575,0.7854,87.1673,87.5721,86.3819
502010,Oso and Small Creeks,"NA",2003,Wet,Peak_5,205.08122,54.5362400000001,203.04332,150.5449799999999,148.5070799999999
502010,Oso and Small Creeks,"NA",2003,Wet,Peak_Fre_10,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2003,Wet,Peak_Fre_2,2,3,2,-1,-1
502010,Oso and Small Creeks,"NA",2003,Wet,Peak_Fre_5,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2004,Dry,DS_Dur_WS,115,NA,136,NA,NA
502010,Oso and Small Creeks,"NA",2004,Dry,DS_Tim,261,NA,240,NA,NA
502010,Oso and Small Creeks,"NA",2004,Dry,DS_Mag_50,0.8626,NA,0.6426,NA,NA
502010,Oso and Small Creeks,"NA",2004,Dry,DS_Mag_90,0.95398,NA,0.73275,NA,NA
502010,Oso and Small Creeks,"NA",2004,Dry,FA_Dur,5,NA,5,NA,NA
502010,Oso and Small Creeks,"NA",2004,Dry,FA_Mag,17.0020199372114,NA,16.7295679825316,NA,NA
502010,Oso and Small Creeks,"NA",2004,Dry,FA_Tim,31,NA,31,NA,NA
502010,Oso and Small Creeks,"NA",2004,Dry,SP_ROC,0.0631602854416976,NA,0.0498027309622185,NA,NA
502010,Oso and Small Creeks,"NA",2004,Dry,SP_Dur,109,NA,88,NA,NA
502010,Oso and Small Creeks,"NA",2004,Dry,SP_Mag,93.1994,NA,87.704,NA,NA
502010,Oso and Small Creeks,"NA",2004,Dry,SP_Tim,152,NA,152,NA,NA
502010,Oso and Small Creeks,"NA",2004,Dry,Wet_BFL_Dur,22,NA,34,NA,NA
502010,Oso and Small Creeks,"NA",2004,Dry,Wet_BFL_Mag_10,0.71997,NA,0.57216,NA,NA
502010,Oso and Small Creeks,"NA",2004,Dry,Wet_BFL_Mag_50,0.72395,NA,0.5751,NA,NA
502010,Oso and Small Creeks,"NA",2004,Dry,Wet_Tim,130,NA,118,NA,NA
502010,Oso and Small Creeks,"NA",2004,Dry,Peak_Tim_10,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2004,Dry,Peak_Tim_2,148,NA,148,NA,NA
502010,Oso and Small Creeks,"NA",2004,Dry,Peak_Tim_5,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2004,Dry,Peak_Dur_10,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2004,Dry,Peak_Dur_2,1,NA,1,NA,NA
502010,Oso and Small Creeks,"NA",2004,Dry,Peak_Dur_5,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2004,Dry,Peak_10,238.92954,138.09164,233.50494,100.83789999999999,95.41329999999999
502010,Oso and Small Creeks,"NA",2004,Dry,Peak_2,88.3575,0.7854,87.1673,87.5721,86.3819
502010,Oso and Small Creeks,"NA",2004,Dry,Peak_5,205.08122,54.5362400000001,203.04332,150.5449799999999,148.5070799999999
502010,Oso and Small Creeks,"NA",2004,Dry,Peak_Fre_10,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2004,Dry,Peak_Fre_2,1,NA,1,NA,NA
502010,Oso and Small Creeks,"NA",2004,Dry,Peak_Fre_5,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2005,Wet,DS_Dur_WS,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2005,Wet,DS_Tim,222,228,222,-6,-6
502010,Oso and Small Creeks,"NA",2005,Wet,DS_Mag_50,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2005,Wet,DS_Mag_90,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2005,Wet,FA_Dur,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2005,Wet,FA_Mag,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2005,Wet,FA_Tim,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2005,Wet,SP_ROC,0.0490224475018103,0.0140941478465656,0.0285527818567465,0.0349282996552447,0.0144586340101809
502010,Oso and Small Creeks,"NA",2005,Wet,SP_Dur,75,79,75,-4,-4
502010,Oso and Small Creeks,"NA",2005,Wet,SP_Mag,238.7715,74.1911,237.9429,164.5804,163.7518
502010,Oso and Small Creeks,"NA",2005,Wet,SP_Tim,147,149,147,-2,-2
502010,Oso and Small Creeks,"NA",2005,Wet,Wet_BFL_Dur,137,66,137,71,71
502010,Oso and Small Creeks,"NA",2005,Wet,Wet_BFL_Mag_10,0.76962,0.32235,0.6025,0.44726999999999995,0.28015
502010,Oso and Small Creeks,"NA",2005,Wet,Wet_BFL_Mag_50,1.2277,0.5955,1.0059,0.6322,0.4104
502010,Oso and Small Creeks,"NA",2005,Wet,Wet_Tim,10,83,10,-73,-73
502010,Oso and Small Creeks,"NA",2005,Wet,Peak_Tim_10,NA,143,121.5,NA,-21.5
502010,Oso and Small Creeks,"NA",2005,Wet,Peak_Tim_2,100,98,100,2,2
502010,Oso and Small Creeks,"NA",2005,Wet,Peak_Tim_5,121.5,134,121.5,-12.5,-12.5
502010,Oso and Small Creeks,"NA",2005,Wet,Peak_Dur_10,NA,1,2,NA,1
502010,Oso and Small Creeks,"NA",2005,Wet,Peak_Dur_2,10,66,10,-56,-56
502010,Oso and Small Creeks,"NA",2005,Wet,Peak_Dur_5,3,7,3,-4,-4
502010,Oso and Small Creeks,"NA",2005,Wet,Peak_10,238.92954,138.09164,233.50494,100.83789999999999,95.41329999999999
502010,Oso and Small Creeks,"NA",2005,Wet,Peak_2,88.3575,0.7854,87.1673,87.5721,86.3819
502010,Oso and Small Creeks,"NA",2005,Wet,Peak_5,205.08122,54.5362400000001,203.04332,150.5449799999999,148.5070799999999
502010,Oso and Small Creeks,"NA",2005,Wet,Peak_Fre_10,NA,1,2,NA,1
502010,Oso and Small Creeks,"NA",2005,Wet,Peak_Fre_2,5,7,5,-2,-2
502010,Oso and Small Creeks,"NA",2005,Wet,Peak_Fre_5,2,3,2,-1,-1
502010,Oso and Small Creeks,"NA",2006,Dry,DS_Dur_WS,178,NA,170,NA,NA
502010,Oso and Small Creeks,"NA",2006,Dry,DS_Tim,248,NA,247,NA,NA
502010,Oso and Small Creeks,"NA",2006,Dry,DS_Mag_50,1.05355,NA,0.80385,NA,NA
502010,Oso and Small Creeks,"NA",2006,Dry,DS_Mag_90,1.19901,NA,0.92002,NA,NA
502010,Oso and Small Creeks,"NA",2006,Dry,FA_Dur,4,NA,4,NA,NA
502010,Oso and Small Creeks,"NA",2006,Dry,FA_Mag,20.326552626531,NA,20.069888520793,NA,NA
502010,Oso and Small Creeks,"NA",2006,Dry,FA_Tim,17,NA,17,NA,NA
502010,Oso and Small Creeks,"NA",2006,Dry,SP_ROC,0.0906282345791934,NA,0.0707818930041153,NA,NA
502010,Oso and Small Creeks,"NA",2006,Dry,SP_Dur,11,NA,10,NA,NA
502010,Oso and Small Creeks,"NA",2006,Dry,SP_Mag,33.4918,NA,32.8709,NA,NA
502010,Oso and Small Creeks,"NA",2006,Dry,SP_Tim,237,NA,237,NA,NA
502010,Oso and Small Creeks,"NA",2006,Dry,Wet_BFL_Dur,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2006,Dry,Wet_BFL_Mag_10,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2006,Dry,Wet_BFL_Mag_50,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2006,Dry,Wet_Tim,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2006,Dry,Peak_Tim_10,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2006,Dry,Peak_Tim_2,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2006,Dry,Peak_Tim_5,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2006,Dry,Peak_Dur_10,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2006,Dry,Peak_Dur_2,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2006,Dry,Peak_Dur_5,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2006,Dry,Peak_10,238.92954,138.09164,233.50494,100.83789999999999,95.41329999999999
502010,Oso and Small Creeks,"NA",2006,Dry,Peak_2,88.3575,0.7854,87.1673,87.5721,86.3819
502010,Oso and Small Creeks,"NA",2006,Dry,Peak_5,205.08122,54.5362400000001,203.04332,150.5449799999999,148.5070799999999
502010,Oso and Small Creeks,"NA",2006,Dry,Peak_Fre_10,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2006,Dry,Peak_Fre_2,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2006,Dry,Peak_Fre_5,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2007,Dry,DS_Dur_WS,186,NA,185,NA,NA
502010,Oso and Small Creeks,"NA",2007,Dry,DS_Tim,231,NA,231,NA,NA
502010,Oso and Small Creeks,"NA",2007,Dry,DS_Mag_50,0.93945,NA,0.7023,NA,NA
502010,Oso and Small Creeks,"NA",2007,Dry,DS_Mag_90,1.0338,NA,0.77768,NA,NA
502010,Oso and Small Creeks,"NA",2007,Dry,FA_Dur,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2007,Dry,FA_Mag,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2007,Dry,FA_Tim,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2007,Dry,SP_ROC,0.0689007203257124,NA,0.0772258414766559,NA,NA
502010,Oso and Small Creeks,"NA",2007,Dry,SP_Dur,6,NA,6,NA,NA
502010,Oso and Small Creeks,"NA",2007,Dry,SP_Mag,1.2317,NA,0.916,NA,NA
502010,Oso and Small Creeks,"NA",2007,Dry,SP_Tim,225,NA,225,NA,NA
502010,Oso and Small Creeks,"NA",2007,Dry,Wet_BFL_Dur,165,NA,174,NA,NA
502010,Oso and Small Creeks,"NA",2007,Dry,Wet_BFL_Mag_10,0.84164,NA,0.67453,NA,NA
502010,Oso and Small Creeks,"NA",2007,Dry,Wet_BFL_Mag_50,0.8617,NA,0.69035,NA,NA
502010,Oso and Small Creeks,"NA",2007,Dry,Wet_Tim,60,NA,51,NA,NA
502010,Oso and Small Creeks,"NA",2007,Dry,Peak_Tim_10,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2007,Dry,Peak_Tim_2,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2007,Dry,Peak_Tim_5,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2007,Dry,Peak_Dur_10,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2007,Dry,Peak_Dur_2,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2007,Dry,Peak_Dur_5,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2007,Dry,Peak_10,238.92954,138.09164,233.50494,100.83789999999999,95.41329999999999
502010,Oso and Small Creeks,"NA",2007,Dry,Peak_2,88.3575,0.7854,87.1673,87.5721,86.3819
502010,Oso and Small Creeks,"NA",2007,Dry,Peak_5,205.08122,54.5362400000001,203.04332,150.5449799999999,148.5070799999999
502010,Oso and Small Creeks,"NA",2007,Dry,Peak_Fre_10,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2007,Dry,Peak_Fre_2,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2007,Dry,Peak_Fre_5,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2008,Dry,DS_Dur_WS,64,NA,64,NA,NA
502010,Oso and Small Creeks,"NA",2008,Dry,DS_Tim,347,NA,348,NA,NA
502010,Oso and Small Creeks,"NA",2008,Dry,DS_Mag_50,0.78845,NA,0.56295,NA,NA
502010,Oso and Small Creeks,"NA",2008,Dry,DS_Mag_90,0.93753,NA,0.65439,NA,NA
502010,Oso and Small Creeks,"NA",2008,Dry,FA_Dur,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2008,Dry,FA_Mag,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2008,Dry,FA_Tim,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2008,Dry,SP_ROC,0.048812984496124,NA,0.036267870579383,NA,NA
502010,Oso and Small Creeks,"NA",2008,Dry,SP_Dur,199,NA,200,NA,NA
502010,Oso and Small Creeks,"NA",2008,Dry,SP_Mag,86.6405,NA,84.3017,NA,NA
502010,Oso and Small Creeks,"NA",2008,Dry,SP_Tim,148,NA,148,NA,NA
502010,Oso and Small Creeks,"NA",2008,Dry,Wet_BFL_Dur,97,NA,98,NA,NA
502010,Oso and Small Creeks,"NA",2008,Dry,Wet_BFL_Mag_10,0.73886,NA,0.57557,NA,NA
502010,Oso and Small Creeks,"NA",2008,Dry,Wet_BFL_Mag_50,0.7637,NA,0.5927,NA,NA
502010,Oso and Small Creeks,"NA",2008,Dry,Wet_Tim,51,NA,50,NA,NA
502010,Oso and Small Creeks,"NA",2008,Dry,Peak_Tim_10,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2008,Dry,Peak_Tim_2,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2008,Dry,Peak_Tim_5,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2008,Dry,Peak_Dur_10,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2008,Dry,Peak_Dur_2,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2008,Dry,Peak_Dur_5,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2008,Dry,Peak_10,238.92954,138.09164,233.50494,100.83789999999999,95.41329999999999
502010,Oso and Small Creeks,"NA",2008,Dry,Peak_2,88.3575,0.7854,87.1673,87.5721,86.3819
502010,Oso and Small Creeks,"NA",2008,Dry,Peak_5,205.08122,54.5362400000001,203.04332,150.5449799999999,148.5070799999999
502010,Oso and Small Creeks,"NA",2008,Dry,Peak_Fre_10,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2008,Dry,Peak_Fre_2,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2008,Dry,Peak_Fre_5,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2009,Dry,DS_Dur_WS,270,NA,269,NA,NA
502010,Oso and Small Creeks,"NA",2009,Dry,DS_Tim,153,NA,154,NA,NA
502010,Oso and Small Creeks,"NA",2009,Dry,DS_Mag_50,0.8508,NA,0.6189,NA,NA
502010,Oso and Small Creeks,"NA",2009,Dry,DS_Mag_90,0.97986,NA,0.71114,NA,NA
502010,Oso and Small Creeks,"NA",2009,Dry,FA_Dur,6,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2009,Dry,FA_Mag,1.76989348793872,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2009,Dry,FA_Tim,34,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2009,Dry,SP_ROC,0.00533876313149531,NA,0.00602228244504668,NA,NA
502010,Oso and Small Creeks,"NA",2009,Dry,SP_Dur,20,NA,21,NA,NA
502010,Oso and Small Creeks,"NA",2009,Dry,SP_Mag,70.0831,NA,68.2573,NA,NA
502010,Oso and Small Creeks,"NA",2009,Dry,SP_Tim,133,NA,133,NA,NA
502010,Oso and Small Creeks,"NA",2009,Dry,Wet_BFL_Dur,88,NA,87,NA,NA
502010,Oso and Small Creeks,"NA",2009,Dry,Wet_BFL_Mag_10,0.71523,NA,0.5271,NA,NA
502010,Oso and Small Creeks,"NA",2009,Dry,Wet_BFL_Mag_50,0.76345,NA,0.5838,NA,NA
502010,Oso and Small Creeks,"NA",2009,Dry,Wet_Tim,45,NA,46,NA,NA
502010,Oso and Small Creeks,"NA",2009,Dry,Peak_Tim_10,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2009,Dry,Peak_Tim_2,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2009,Dry,Peak_Tim_5,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2009,Dry,Peak_Dur_10,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2009,Dry,Peak_Dur_2,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2009,Dry,Peak_Dur_5,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2009,Dry,Peak_10,238.92954,138.09164,233.50494,100.83789999999999,95.41329999999999
502010,Oso and Small Creeks,"NA",2009,Dry,Peak_2,88.3575,0.7854,87.1673,87.5721,86.3819
502010,Oso and Small Creeks,"NA",2009,Dry,Peak_5,205.08122,54.5362400000001,203.04332,150.5449799999999,148.5070799999999
502010,Oso and Small Creeks,"NA",2009,Dry,Peak_Fre_10,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2009,Dry,Peak_Fre_2,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2009,Dry,Peak_Fre_5,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2010,Moderate,DS_Dur_WS,175,166,231,9,65
502010,Oso and Small Creeks,"NA",2010,Moderate,DS_Tim,203,270,204,-67,-66
502010,Oso and Small Creeks,"NA",2010,Moderate,DS_Mag_50,0.8477,0.16215,0.5997,0.68555,0.43755
502010,Oso and Small Creeks,"NA",2010,Moderate,DS_Mag_90,0.97778,0.1684,0.7672,0.80938,0.5988
502010,Oso and Small Creeks,"NA",2010,Moderate,FA_Dur,NA,NA,5,NA,NA
502010,Oso and Small Creeks,"NA",2010,Moderate,FA_Mag,NA,NA,1.31280646844399,NA,NA
502010,Oso and Small Creeks,"NA",2010,Moderate,FA_Tim,NA,NA,13,NA,NA
502010,Oso and Small Creeks,"NA",2010,Moderate,SP_ROC,0.104284784831304,0.00111544896820958,0.00157905435561572,0.10316933586309443,4.636053874061399e-4
502010,Oso and Small Creeks,"NA",2010,Moderate,SP_Dur,6,117,7,-111,-110
502010,Oso and Small Creeks,"NA",2010,Moderate,SP_Mag,16.1205,0.969,15.8708,15.1515,14.9018
502010,Oso and Small Creeks,"NA",2010,Moderate,SP_Tim,197,153,197,44,44
502010,Oso and Small Creeks,"NA",2010,Moderate,Wet_BFL_Dur,140,52,140,88,88
502010,Oso and Small Creeks,"NA",2010,Moderate,Wet_BFL_Mag_10,0.67771,0.16921,0.51829,0.5085000000000001,0.34908000000000006
502010,Oso and Small Creeks,"NA",2010,Moderate,Wet_BFL_Mag_50,0.80095,0.18285,0.61455,0.6181000000000001,0.43170000000000003
502010,Oso and Small Creeks,"NA",2010,Moderate,Wet_Tim,57,101,57,-44,-44
502010,Oso and Small Creeks,"NA",2010,Moderate,Peak_Tim_10,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2010,Moderate,Peak_Tim_2,NA,128,NA,NA,NA
502010,Oso and Small Creeks,"NA",2010,Moderate,Peak_Tim_5,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2010,Moderate,Peak_Dur_10,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2010,Moderate,Peak_Dur_2,NA,3,NA,NA,NA
502010,Oso and Small Creeks,"NA",2010,Moderate,Peak_Dur_5,NA,NA,NA,NA,NA
502010,Oso and Small Creeks,"NA",2010,Moderate,Peak_10,238.92954,138.09164,233.50494,100.83789999999999,95.41329999999999
502010,Oso and Small Creeks,"NA",2010,Moderate,Peak_2,88.3575,0.7854,87.1673,87.5721,86.3819
