site,region,scenario,year,water_year_type,flow_metric,current_value,reference_value,watercon_value,deltaH_cur_ref,deltaH_watercon_ref
101020,Oso and Small Creeks,"NA",1994,Moderate,DS_Dur_WS,196,NA,197,NA,NA
101020,Oso and Small Creeks,"NA",1994,Moderate,DS_Tim,246,NA,246,NA,NA
101020,Oso and Small Creeks,"NA",1994,Moderate,DS_Mag_50,0.0559,NA,0.0432,NA,NA
101020,Oso and Small Creeks,"NA",1994,Moderate,DS_Mag_90,0.063,NA,0.04952,NA,NA
101020,Oso and Small Creeks,"NA",1994,Moderate,FA_Dur,4,NA,4,NA,NA
101020,Oso and Small Creeks,"NA",1994,Moderate,FA_Mag,1.53569476968234,NA,1.47543890089924,NA,NA
101020,Oso and Small Creeks,"NA",1994,Moderate,FA_Tim,41,NA,41,NA,NA
101020,Oso and Small Creeks,"NA",1994,Moderate,SP_ROC,0.0661654135338346,NA,0.0727650727650727,NA,NA
101020,Oso and Small Creeks,"NA",1994,Moderate,SP_Dur,73,NA,73,NA,NA
101020,Oso and Small Creeks,"NA",1994,Moderate,SP_Mag,8.9315,NA,8.7517,NA,NA
101020,Oso and Small Creeks,"NA",1994,Moderate,SP_Tim,173,NA,173,NA,NA
101020,Oso and Small Creeks,"NA",1994,Moderate,Wet_BFL_Dur,72,NA,72,NA,NA
101020,Oso and Small Creeks,"NA",1994,Moderate,Wet_BFL_Mag_10,0.04681,NA,0.04011,NA,NA
101020,Oso and Small Creeks,"NA",1994,Moderate,Wet_BFL_Mag_50,0.05235,NA,0.0442,NA,NA
101020,Oso and Small Creeks,"NA",1994,Moderate,Wet_Tim,101,NA,101,NA,NA
101020,Oso and Small Creeks,"NA",1994,Moderate,Peak_Tim_10,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",1994,Moderate,Peak_Tim_2,142,NA,142,NA,NA
101020,Oso and Small Creeks,"NA",1994,Moderate,Peak_Tim_5,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",1994,Moderate,Peak_Dur_10,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",1994,Moderate,Peak_Dur_2,1,NA,1,NA,NA
101020,Oso and Small Creeks,"NA",1994,Moderate,Peak_Dur_5,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",1994,Moderate,Peak_10,29.76866,14.0213,29.3863,15.74736,15.364999999999998
101020,Oso and Small Creeks,"NA",1994,Moderate,Peak_2,10.0249,0.1291,9.7447,9.895800000000001,9.6156
101020,Oso and Small Creeks,"NA",1994,Moderate,Peak_5,24.38138,2.55830000000002,24.06888,21.82307999999998,21.51057999999998
101020,Oso and Small Creeks,"NA",1994,Moderate,Peak_Fre_10,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",1994,Moderate,Peak_Fre_2,1,NA,1,NA,NA
101020,Oso and Small Creeks,"NA",1994,Moderate,Peak_Fre_5,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",1995,Wet,DS_Dur_WS,156,NA,155,NA,NA
101020,Oso and Small Creeks,"NA",1995,Wet,DS_Tim,268,268,268,0,0
101020,Oso and Small Creeks,"NA",1995,Wet,DS_Mag_50,0.0683,NA,0.054,NA,NA
101020,Oso and Small Creeks,"NA",1995,Wet,DS_Mag_90,0.07495,NA,0.05916,NA,NA
101020,Oso and Small Creeks,"NA",1995,Wet,FA_Dur,13,NA,12,NA,NA
101020,Oso and Small Creeks,"NA",1995,Wet,FA_Mag,3.75432976536803,NA,3.69609201728782,NA,NA
101020,Oso and Small Creeks,"NA",1995,Wet,FA_Tim,61,NA,61,NA,NA
101020,Oso and Small Creeks,"NA",1995,Wet,SP_ROC,0.0589824202814204,0.00596664021551106,0.0397058823529413,0.05301578006590934,0.033739242137430236
101020,Oso and Small Creeks,"NA",1995,Wet,SP_Dur,67,103,67,-36,-36
101020,Oso and Small Creeks,"NA",1995,Wet,SP_Mag,4.3952,15.9802,4.3092,-11.585,-11.671
101020,Oso and Small Creeks,"NA",1995,Wet,SP_Tim,201,165,201,36,36
101020,Oso and Small Creeks,"NA",1995,Wet,Wet_BFL_Dur,125,92,124,33,32
101020,Oso and Small Creeks,"NA",1995,Wet,Wet_BFL_Mag_10,0.04768,0.079,0.03993,-0.03132,-0.03907
101020,Oso and Small Creeks,"NA",1995,Wet,Wet_BFL_Mag_50,0.0935,0.14375,0.0796,-0.05024999999999999,-0.06414999999999998
101020,Oso and Small Creeks,"NA",1995,Wet,Wet_Tim,76,73,77,3,4
101020,Oso and Small Creeks,"NA",1995,Wet,Peak_Tim_10,98,131,101,-33,-30
101020,Oso and Small Creeks,"NA",1995,Wet,Peak_Tim_2,128,103.5,128,24.5,24.5
101020,Oso and Small Creeks,"NA",1995,Wet,Peak_Tim_5,101,148.5,101,-47.5,-47.5
101020,Oso and Small Creeks,"NA",1995,Wet,Peak_Dur_10,2,2,1,0,-1
101020,Oso and Small Creeks,"NA",1995,Wet,Peak_Dur_2,9,256,9,-247,-247
101020,Oso and Small Creeks,"NA",1995,Wet,Peak_Dur_5,3,6,3,-3,-3
101020,Oso and Small Creeks,"NA",1995,Wet,Peak_10,29.76866,14.0213,29.3863,15.74736,15.364999999999998
101020,Oso and Small Creeks,"NA",1995,Wet,Peak_2,10.0249,0.1291,9.7447,9.895800000000001,9.6156
101020,Oso and Small Creeks,"NA",1995,Wet,Peak_5,24.38138,2.55830000000002,24.06888,21.82307999999998,21.51057999999998
101020,Oso and Small Creeks,"NA",1995,Wet,Peak_Fre_10,2,2,1,0,-1
101020,Oso and Small Creeks,"NA",1995,Wet,Peak_Fre_2,6,2,6,4,4
101020,Oso and Small Creeks,"NA",1995,Wet,Peak_Fre_5,3,4,3,-1,-1
101020,Oso and Small Creeks,"NA",1996,Moderate,DS_Dur_WS,144,NA,163,NA,NA
101020,Oso and Small Creeks,"NA",1996,Moderate,DS_Tim,238,NA,219,NA,NA
101020,Oso and Small Creeks,"NA",1996,Moderate,DS_Mag_50,0.06585,NA,0.0516,NA,NA
101020,Oso and Small Creeks,"NA",1996,Moderate,DS_Mag_90,0.07168,NA,0.05802,NA,NA
101020,Oso and Small Creeks,"NA",1996,Moderate,FA_Dur,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",1996,Moderate,FA_Mag,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",1996,Moderate,FA_Tim,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",1996,Moderate,SP_ROC,0.0411622276029056,NA,0.055601844963547,NA,NA
101020,Oso and Small Creeks,"NA",1996,Moderate,SP_Dur,70,NA,51,NA,NA
101020,Oso and Small Creeks,"NA",1996,Moderate,SP_Mag,1.8795,NA,1.7984,NA,NA
101020,Oso and Small Creeks,"NA",1996,Moderate,SP_Tim,168,NA,168,NA,NA
101020,Oso and Small Creeks,"NA",1996,Moderate,Wet_BFL_Dur,110,NA,111,NA,NA
101020,Oso and Small Creeks,"NA",1996,Moderate,Wet_BFL_Mag_10,0.056,NA,0.0479,NA,NA
101020,Oso and Small Creeks,"NA",1996,Moderate,Wet_BFL_Mag_50,0.0582,NA,0.049,NA,NA
101020,Oso and Small Creeks,"NA",1996,Moderate,Wet_Tim,58,NA,57,NA,NA
101020,Oso and Small Creeks,"NA",1996,Moderate,Peak_Tim_10,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",1996,Moderate,Peak_Tim_2,NA,150,NA,NA,NA
101020,Oso and Small Creeks,"NA",1996,Moderate,Peak_Tim_5,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",1996,Moderate,Peak_Dur_10,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",1996,Moderate,Peak_Dur_2,NA,1,NA,NA,NA
101020,Oso and Small Creeks,"NA",1996,Moderate,Peak_Dur_5,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",1996,Moderate,Peak_10,29.76866,14.0213,29.3863,15.74736,15.364999999999998
101020,Oso and Small Creeks,"NA",1996,Moderate,Peak_2,10.0249,0.1291,9.7447,9.895800000000001,9.6156
101020,Oso and Small Creeks,"NA",1996,Moderate,Peak_5,24.38138,2.55830000000002,24.06888,21.82307999999998,21.51057999999998
101020,Oso and Small Creeks,"NA",1996,Moderate,Peak_Fre_10,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",1996,Moderate,Peak_Fre_2,NA,1,NA,NA,NA
101020,Oso and Small Creeks,"NA",1996,Moderate,Peak_Fre_5,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",1997,Moderate,DS_Dur_WS,281,177,281,104,104
101020,Oso and Small Creeks,"NA",1997,Moderate,DS_Tim,138,238,138,-100,-100
101020,Oso and Small Creeks,"NA",1997,Moderate,DS_Mag_50,0.07,0.1052,0.0553,-0.035199999999999995,-0.0499
101020,Oso and Small Creeks,"NA",1997,Moderate,DS_Mag_90,0.0803,0.11024,0.0661,-0.02994000000000001,-0.04414
101020,Oso and Small Creeks,"NA",1997,Moderate,FA_Dur,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",1997,Moderate,FA_Mag,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",1997,Moderate,FA_Tim,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",1997,Moderate,SP_ROC,0.00837760610799742,0.00238760308592707,0.00899334251606976,0.00599000302207035,0.00660573943014269
101020,Oso and Small Creeks,"NA",1997,Moderate,SP_Dur,17,117,17,-100,-100
101020,Oso and Small Creeks,"NA",1997,Moderate,SP_Mag,10.9955,1.2931,10.8611,9.7024,9.568000000000001
101020,Oso and Small Creeks,"NA",1997,Moderate,SP_Tim,121,121,121,0,0
101020,Oso and Small Creeks,"NA",1997,Moderate,Wet_BFL_Dur,105,30,105,75,75
101020,Oso and Small Creeks,"NA",1997,Moderate,Wet_BFL_Mag_10,0.05828,0.11078,0.04718,-0.052500000000000005,-0.0636
101020,Oso and Small Creeks,"NA",1997,Moderate,Wet_BFL_Mag_50,0.0741,0.1316,0.0627,-0.057499999999999996,-0.06889999999999999
101020,Oso and Small Creeks,"NA",1997,Moderate,Wet_Tim,16,91,16,-75,-75
101020,Oso and Small Creeks,"NA",1997,Moderate,Peak_Tim_10,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",1997,Moderate,Peak_Tim_2,71,88,71,-17,-17
101020,Oso and Small Creeks,"NA",1997,Moderate,Peak_Tim_5,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",1997,Moderate,Peak_Dur_10,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",1997,Moderate,Peak_Dur_2,3,53,3,-50,-50
101020,Oso and Small Creeks,"NA",1997,Moderate,Peak_Dur_5,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",1997,Moderate,Peak_10,29.76866,14.0213,29.3863,15.74736,15.364999999999998
101020,Oso and Small Creeks,"NA",1997,Moderate,Peak_2,10.0249,0.1291,9.7447,9.895800000000001,9.6156
101020,Oso and Small Creeks,"NA",1997,Moderate,Peak_5,24.38138,2.55830000000002,24.06888,21.82307999999998,21.51057999999998
101020,Oso and Small Creeks,"NA",1997,Moderate,Peak_Fre_10,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",1997,Moderate,Peak_Fre_2,3,3,3,0,0
101020,Oso and Small Creeks,"NA",1997,Moderate,Peak_Fre_5,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",1998,Wet,DS_Dur_WS,149,NA,151,NA,NA
101020,Oso and Small Creeks,"NA",1998,Wet,DS_Tim,235,201,235,34,34
101020,Oso and Small Creeks,"NA",1998,Wet,DS_Mag_50,0.0823,NA,0.0663,NA,NA
101020,Oso and Small Creeks,"NA",1998,Wet,DS_Mag_90,0.09346,NA,0.0766,NA,NA
101020,Oso and Small Creeks,"NA",1998,Wet,FA_Dur,3,NA,3,NA,NA
101020,Oso and Small Creeks,"NA",1998,Wet,FA_Mag,3.09773601688721,NA,3.06865000965751,NA,NA
101020,Oso and Small Creeks,"NA",1998,Wet,FA_Tim,0,NA,0,NA,NA
101020,Oso and Small Creeks,"NA",1998,Wet,SP_ROC,0.0361871138570167,0.0156682027649769,0.0227257417442591,0.0205189110920398,0.007057538979282199
101020,Oso and Small Creeks,"NA",1998,Wet,SP_Dur,39,52,39,-13,-13
101020,Oso and Small Creeks,"NA",1998,Wet,SP_Mag,3.5755,22.3518,3.4094,-18.7763,-18.9424
101020,Oso and Small Creeks,"NA",1998,Wet,SP_Tim,196,149,196,47,47
101020,Oso and Small Creeks,"NA",1998,Wet,Wet_BFL_Dur,143,100,143,43,43
101020,Oso and Small Creeks,"NA",1998,Wet,Wet_BFL_Mag_10,0.07344,0.0996,0.06302,-0.02615999999999999,-0.03657999999999999
101020,Oso and Small Creeks,"NA",1998,Wet,Wet_BFL_Mag_50,0.1143,0.12395,0.0989,-0.009650000000000006,-0.025050000000000003
101020,Oso and Small Creeks,"NA",1998,Wet,Wet_Tim,53,49,53,4,4
101020,Oso and Small Creeks,"NA",1998,Wet,Peak_Tim_10,98,130,98,-32,-32
101020,Oso and Small Creeks,"NA",1998,Wet,Peak_Tim_2,136,104,136,32,32
101020,Oso and Small Creeks,"NA",1998,Wet,Peak_Tim_5,130,136,130,-6,-6
101020,Oso and Small Creeks,"NA",1998,Wet,Peak_Dur_10,2,3,2,-1,-1
101020,Oso and Small Creeks,"NA",1998,Wet,Peak_Dur_2,12,256,12,-244,-244
101020,Oso and Small Creeks,"NA",1998,Wet,Peak_Dur_5,4,14,4,-10,-10
101020,Oso and Small Creeks,"NA",1998,Wet,Peak_10,29.76866,14.0213,29.3863,15.74736,15.364999999999998
101020,Oso and Small Creeks,"NA",1998,Wet,Peak_2,10.0249,0.1291,9.7447,9.895800000000001,9.6156
101020,Oso and Small Creeks,"NA",1998,Wet,Peak_5,24.38138,2.55830000000002,24.06888,21.82307999999998,21.51057999999998
101020,Oso and Small Creeks,"NA",1998,Wet,Peak_Fre_10,2,3,2,-1,-1
101020,Oso and Small Creeks,"NA",1998,Wet,Peak_Fre_2,7,5,7,2,2
101020,Oso and Small Creeks,"NA",1998,Wet,Peak_Fre_5,3,7,3,-4,-4
101020,Oso and Small Creeks,"NA",1999,Dry,DS_Dur_WS,258,NA,258,NA,NA
101020,Oso and Small Creeks,"NA",1999,Dry,DS_Tim,225,NA,225,NA,NA
101020,Oso and Small Creeks,"NA",1999,Dry,DS_Mag_50,0.06925,NA,0.0552,NA,NA
101020,Oso and Small Creeks,"NA",1999,Dry,DS_Mag_90,0.07723,NA,0.06083,NA,NA
101020,Oso and Small Creeks,"NA",1999,Dry,FA_Dur,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",1999,Dry,FA_Mag,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",1999,Dry,FA_Tim,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",1999,Dry,SP_ROC,0.0853487570143265,NA,0.0655737704918033,NA,NA
101020,Oso and Small Creeks,"NA",1999,Dry,SP_Dur,28,NA,28,NA,NA
101020,Oso and Small Creeks,"NA",1999,Dry,SP_Mag,3.6451,NA,3.4135,NA,NA
101020,Oso and Small Creeks,"NA",1999,Dry,SP_Tim,197,NA,197,NA,NA
101020,Oso and Small Creeks,"NA",1999,Dry,Wet_BFL_Dur,179,NA,177,NA,NA
101020,Oso and Small Creeks,"NA",1999,Dry,Wet_BFL_Mag_10,0.0683,NA,0.0582,NA,NA
101020,Oso and Small Creeks,"NA",1999,Dry,Wet_BFL_Mag_50,0.0719,NA,0.06,NA,NA
101020,Oso and Small Creeks,"NA",1999,Dry,Wet_Tim,18,NA,20,NA,NA
101020,Oso and Small Creeks,"NA",1999,Dry,Peak_Tim_10,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",1999,Dry,Peak_Tim_2,NA,0,NA,NA,NA
101020,Oso and Small Creeks,"NA",1999,Dry,Peak_Tim_5,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",1999,Dry,Peak_Dur_10,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",1999,Dry,Peak_Dur_2,NA,365,NA,NA,NA
101020,Oso and Small Creeks,"NA",1999,Dry,Peak_Dur_5,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",1999,Dry,Peak_10,29.76866,14.0213,29.3863,15.74736,15.364999999999998
101020,Oso and Small Creeks,"NA",1999,Dry,Peak_2,10.0249,0.1291,9.7447,9.895800000000001,9.6156
101020,Oso and Small Creeks,"NA",1999,Dry,Peak_5,24.38138,2.55830000000002,24.06888,21.82307999999998,21.51057999999998
101020,Oso and Small Creeks,"NA",1999,Dry,Peak_Fre_10,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",1999,Dry,Peak_Fre_2,NA,1,NA,NA,NA
101020,Oso and Small Creeks,"NA",1999,Dry,Peak_Fre_5,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",2000,Moderate,DS_Dur_WS,175,NA,175,NA,NA
101020,Oso and Small Creeks,"NA",2000,Moderate,DS_Tim,209,NA,209,NA,NA
101020,Oso and Small Creeks,"NA",2000,Moderate,DS_Mag_50,0.069,NA,0.053,NA,NA
101020,Oso and Small Creeks,"NA",2000,Moderate,DS_Mag_90,0.07898,NA,0.0611,NA,NA
101020,Oso and Small Creeks,"NA",2000,Moderate,FA_Dur,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",2000,Moderate,FA_Mag,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",2000,Moderate,FA_Tim,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",2000,Moderate,SP_ROC,0.0711261650325793,NA,0.0175746924428823,NA,NA
101020,Oso and Small Creeks,"NA",2000,Moderate,SP_Dur,5,NA,5,NA,NA
101020,Oso and Small Creeks,"NA",2000,Moderate,SP_Mag,1.8675,NA,1.8126,NA,NA
101020,Oso and Small Creeks,"NA",2000,Moderate,SP_Tim,204,NA,204,NA,NA
101020,Oso and Small Creeks,"NA",2000,Moderate,Wet_BFL_Dur,87,NA,87,NA,NA
101020,Oso and Small Creeks,"NA",2000,Moderate,Wet_BFL_Mag_10,0.0581,NA,0.0491,NA,NA
101020,Oso and Small Creeks,"NA",2000,Moderate,Wet_BFL_Mag_50,0.08,NA,0.0628,NA,NA
101020,Oso and Small Creeks,"NA",2000,Moderate,Wet_Tim,117,NA,117,NA,NA
101020,Oso and Small Creeks,"NA",2000,Moderate,Peak_Tim_10,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",2000,Moderate,Peak_Tim_2,156,156,156,0,0
101020,Oso and Small Creeks,"NA",2000,Moderate,Peak_Tim_5,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",2000,Moderate,Peak_Dur_10,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",2000,Moderate,Peak_Dur_2,1,66,1,-65,-65
101020,Oso and Small Creeks,"NA",2000,Moderate,Peak_Dur_5,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",2000,Moderate,Peak_10,29.76866,14.0213,29.3863,15.74736,15.364999999999998
101020,Oso and Small Creeks,"NA",2000,Moderate,Peak_2,10.0249,0.1291,9.7447,9.895800000000001,9.6156
101020,Oso and Small Creeks,"NA",2000,Moderate,Peak_5,24.38138,2.55830000000002,24.06888,21.82307999999998,21.51057999999998
101020,Oso and Small Creeks,"NA",2000,Moderate,Peak_Fre_10,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",2000,Moderate,Peak_Fre_2,1,3,1,-2,-2
101020,Oso and Small Creeks,"NA",2000,Moderate,Peak_Fre_5,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",2001,Wet,DS_Dur_WS,185,NA,183,NA,NA
101020,Oso and Small Creeks,"NA",2001,Wet,DS_Tim,217,NA,218,NA,NA
101020,Oso and Small Creeks,"NA",2001,Wet,DS_Mag_50,0.0664,NA,0.0514,NA,NA
101020,Oso and Small Creeks,"NA",2001,Wet,DS_Mag_90,0.07564,NA,0.059,NA,NA
101020,Oso and Small Creeks,"NA",2001,Wet,FA_Dur,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",2001,Wet,FA_Mag,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",2001,Wet,FA_Tim,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",2001,Wet,SP_ROC,0.0583840077290294,NA,0.0326086956521739,NA,NA
101020,Oso and Small Creeks,"NA",2001,Wet,SP_Dur,65,NA,66,NA,NA
101020,Oso and Small Creeks,"NA",2001,Wet,SP_Mag,11.0272,NA,10.8214,NA,NA
101020,Oso and Small Creeks,"NA",2001,Wet,SP_Tim,152,NA,152,NA,NA
101020,Oso and Small Creeks,"NA",2001,Wet,Wet_BFL_Dur,134,NA,134,NA,NA
101020,Oso and Small Creeks,"NA",2001,Wet,Wet_BFL_Mag_10,0.0555,NA,0.04583,NA,NA
101020,Oso and Small Creeks,"NA",2001,Wet,Wet_BFL_Mag_50,0.0583,NA,0.0475,NA,NA
101020,Oso and Small Creeks,"NA",2001,Wet,Wet_Tim,18,NA,18,NA,NA
101020,Oso and Small Creeks,"NA",2001,Wet,Peak_Tim_10,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",2001,Wet,Peak_Tim_2,141,156,141,-15,-15
101020,Oso and Small Creeks,"NA",2001,Wet,Peak_Tim_5,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",2001,Wet,Peak_Dur_10,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",2001,Wet,Peak_Dur_2,3,7,3,-4,-4
101020,Oso and Small Creeks,"NA",2001,Wet,Peak_Dur_5,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",2001,Wet,Peak_10,29.76866,14.0213,29.3863,15.74736,15.364999999999998
101020,Oso and Small Creeks,"NA",2001,Wet,Peak_2,10.0249,0.1291,9.7447,9.895800000000001,9.6156
101020,Oso and Small Creeks,"NA",2001,Wet,Peak_5,24.38138,2.55830000000002,24.06888,21.82307999999998,21.51057999999998
101020,Oso and Small Creeks,"NA",2001,Wet,Peak_Fre_10,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",2001,Wet,Peak_Fre_2,2,3,2,-1,-1
101020,Oso and Small Creeks,"NA",2001,Wet,Peak_Fre_5,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",2002,Dry,DS_Dur_WS,188,NA,186,NA,NA
101020,Oso and Small Creeks,"NA",2002,Dry,DS_Tim,210,NA,209,NA,NA
101020,Oso and Small Creeks,"NA",2002,Dry,DS_Mag_50,0.05735,NA,0.0433,NA,NA
101020,Oso and Small Creeks,"NA",2002,Dry,DS_Mag_90,0.06572,NA,0.0503,NA,NA
101020,Oso and Small Creeks,"NA",2002,Dry,FA_Dur,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",2002,Dry,FA_Mag,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",2002,Dry,FA_Tim,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",2002,Dry,SP_ROC,0.0322981623816528,NA,0.0271493212669685,NA,NA
101020,Oso and Small Creeks,"NA",2002,Dry,SP_Dur,87,NA,86,NA,NA
101020,Oso and Small Creeks,"NA",2002,Dry,SP_Mag,2.2081,NA,2.1664,NA,NA
101020,Oso and Small Creeks,"NA",2002,Dry,SP_Tim,123,NA,123,NA,NA
101020,Oso and Small Creeks,"NA",2002,Dry,Wet_BFL_Dur,87,NA,88,NA,NA
101020,Oso and Small Creeks,"NA",2002,Dry,Wet_BFL_Mag_10,0.0534,NA,0.04407,NA,NA
101020,Oso and Small Creeks,"NA",2002,Dry,Wet_BFL_Mag_50,0.0551,NA,0.0454,NA,NA
101020,Oso and Small Creeks,"NA",2002,Dry,Wet_Tim,36,NA,35,NA,NA
101020,Oso and Small Creeks,"NA",2002,Dry,Peak_Tim_10,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",2002,Dry,Peak_Tim_2,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",2002,Dry,Peak_Tim_5,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",2002,Dry,Peak_Dur_10,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",2002,Dry,Peak_Dur_2,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",2002,Dry,Peak_Dur_5,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",2002,Dry,Peak_10,29.76866,14.0213,29.3863,15.74736,15.364999999999998
101020,Oso and Small Creeks,"NA",2002,Dry,Peak_2,10.0249,0.1291,9.7447,9.895800000000001,9.6156
101020,Oso and Small Creeks,"NA",2002,Dry,Peak_5,24.38138,2.55830000000002,24.06888,21.82307999999998,21.51057999999998
101020,Oso and Small Creeks,"NA",2002,Dry,Peak_Fre_10,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",2002,Dry,Peak_Fre_2,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",2002,Dry,Peak_Fre_5,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",2003,Wet,DS_Dur_WS,209,NA,214,NA,NA
101020,Oso and Small Creeks,"NA",2003,Wet,DS_Tim,228,302,223,-74,-79
101020,Oso and Small Creeks,"NA",2003,Wet,DS_Mag_50,0.0607,NA,0.0465,NA,NA
101020,Oso and Small Creeks,"NA",2003,Wet,DS_Mag_90,0.07222,NA,0.05567,NA,NA
101020,Oso and Small Creeks,"NA",2003,Wet,FA_Dur,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",2003,Wet,FA_Mag,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",2003,Wet,FA_Tim,NA,NA,NA,NA,NA
101020,Oso and Small Creeks,"NA",2003,Wet,SP_ROC,0.0353488305434533,0.00233100549742379,0.0112540192926045,0.033017825046029514,0.00892301379518071
101020,Oso and Small Creeks,"NA",2003,Wet,SP_Dur,29,132,24,-103,-108
101020,Oso and Small Creeks,"NA",2003,Wet,SP_Mag,7.4239,7.2247,7.1607,0.19919999999999938,-0.06400000000000006
101020,Oso and Small Creeks,"NA",2003,Wet,SP_Tim,199,170,199,29,29
101020,Oso and Small Creeks,"NA",2003,Wet,Wet_BFL_Dur,167,19,170,148,151
101020,Oso and Small Creeks,"NA",2003,Wet,Wet_BFL_Mag_10,0.05066,0.07696,0.04069,-0.026300000000000004,-0.036270000000000004
101020,Oso and Small Creeks,"NA",2003,Wet,Wet_BFL_Mag_50,0.0569,0.078,0.04535,-0.0211,-0.03265
101020,Oso and Small Creeks,"NA",2003,Wet,Wet_Tim,32,151,29,-119,-122
101020,Oso and Small Creeks,"NA",2003,Wet,Peak_Tim_10,166,NA,166,NA,NA
101020,Oso and Small Creeks,"NA",2003,Wet,Peak_Tim_2,156,180.5,156,-24.5,-24.5
101020,Oso and Small Creeks,"NA",2003,Wet,Peak_Tim_5,166,166,166,0,0
101020,Oso and Small Creeks,"NA",2003,Wet,Peak_Dur_10,1,NA,1,NA,NA
101020,Oso and Small Creeks,"NA",2003,Wet,Peak_Dur_2,3,5,3,-2,-2
101020,Oso and Small Creeks,"NA",2003,Wet,Peak_Dur_5,1,1,1,0,0
101020,Oso and Small Creeks,"NA",2003,Wet,Peak_10,29.76866,14.0213,29.3863,15.74736,15.364999999999998
101020,Oso and Small Creeks,"NA",2003,Wet,Peak_2,10.0249,0.1291,9.7447,9.895800000000001,9.6156
101020,Oso and Small Creeks,"NA",2003,Wet,Peak_5,24.38138,2.55830000000002,24.06888,21.82307999999998,21.51057999999998
