"","StationCode","SampleID","SampleDate","H_ASCI","D_ASCI","DS_Dur_WS","DS_Mag_50","DS_Mag_90","DS_Tim","FA_Dur","FA_Mag","FA_Tim","Q99","SP_Dur","SP_Mag","SP_ROC","SP_Tim","Wet_BFL_Dur","Wet_BFL_Mag_10","Wet_BFL_Mag_50","Wet_Tim"
"266","SMC13630","SMC13630_2012-06-21 00:00:00_1",2012-06-21,0.691058514040107,0.644757190457239,130,0.0852,0.4961,-155,NA,NA,NA,1280.8167,-11,408.76105,-0.0478,105,69.5,-1.12115,-11.2051,-15.5
"267","SMC14099","SMC14099_2013-06-13 00:00:00_1",2013-06-13,0.657175215978184,0.696625084855108,-14,0.0049,0.0858,-27.5,NA,NA,NA,32.59765,-67.5,8.13425,0,53,74,0,-1.0674,-18
"268","SMC16446","SMC16446_2012-06-21 00:00:00_1",2012-06-21,0.864957907690711,0.902258183811026,-3,-0.0393,-0.03985,-27,NA,NA,NA,14.788,-10,13.29065,0,0,0,-0.0187,0.0295,-0.5
"269","SMC16832","SMC16832_06/18/10_2",2010-06-18,0.890997233,0.758092249,-11,-2.26015,-3.51475,-3,NA,NA,NA,1289.976,26,1005.8529,-0.0414,48,51,-1.8246,-6.5027,-20
"270","SMC16980","SMC16980_2011-07-06 00:00:00_1",2011-07-06,0.847146906674173,0.787130415733448,10,0.00795,0.05405,-1.5,NA,NA,NA,10.2146,-2,19.5022,0,0,1,-0.0242,0.0141,-1
"271","SMC18545","SMC18545_2013-06-25 00:00:00_1",2013-06-25,0.658962724618792,0.72127237866174,0,-0.00335,-0.0049,0,0,0.0686,0,-0.03235,0,0.0213,0,0,0,-0.0011,0.0022,0
"272","SMC19809","SMC19809_2013-06-25 00:00:00_1",2013-06-25,1.22754482190718,1.26104513648629,0,-0.00055,-0.00085,0,NA,NA,NA,-0.0026,0,-0.0068,0,0,0,0.0069,0.00705,0
"273","SMC19945","SMC19945_2013-06-25 00:00:00_1",2013-06-25,0.907576811401868,0.9452602998924,0,-0.0051,-0.0154,0,0,0.458,0,0.1751,0,-0.0335,0,0,0,-0.0011,-0.0087,0
"274","SMC20032","SMC20032_06/18/10_1",2010-06-18,0.857560064,0.672716797,14,-1.45345,-1.84625,-53,NA,NA,NA,1414.2943,-52,870.59695,-0.0436,53.5,51,-1.1628,-7.9217,-3
"275","SMC21822","SMC21822_2010-06-21 00:00:00_1",2010-06-21,0.433241872679526,0.40768076379978,-4,0.1316,240.6021,69,7,1740.9871,-12,1478.62325,75.5,1838.2307,0.03145,-13,6,0.0718,110.05595,-49
"276","SMC24222","SMC24222_2010-06-21 00:00:00_1",2010-06-21,0.498135323229551,0.508918082929501,-4,0.1446,260.5718,55.5,NA,NA,NA,1176.41305,55.5,1361.1934,0.0336,0,22,6.23085,211.4014,-6
"277","SMC26909","SMC26909_2010-05-31 00:00:00_1",2010-05-31,0.42619179864235,0.415264560316237,159,1.7931,4.216,-39,NA,NA,NA,717.2454,-39,451.0095,0,92,4,-0.2303,-5.4846,-4
"278","SMC27709","SMC27709_2010-05-31 00:00:00_1",2010-05-31,0.417544593426944,0.402506701673225,161,1.4461,3.4489,-39,NA,NA,NA,702.7079,-39,436.76595,0,92,5,-0.2169,-5.2996,-5
"279","SMC29064","SMC29064_2012-06-25 00:00:00_1",2012-06-25,1.1238744064254,1.00621450272714,-1,0,0,-4,NA,NA,NA,-0.0089,-4,0,0,0,0,0,0,0
"280","SMC32897","SMC32897_2010-06-21 00:00:00_1",2010-06-21,0.688744978999821,0.700982661733,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","SMC34888","SMC34888_2010-06-24 00:00:00_1",2010-06-24,0.777288243210764,0.738021272432431,0,0.0225,0.0236,-2,0,-12.7322,-20,-0.1115,-1,0.28035,0,-1,-0.5,0,0.3664,0
"282","SMC35837","SMC35837_2012-06-25 00:00:00_1",2012-06-25,0.68061584306812,0.804816822188974,1,-0.0193,-0.0137,0,NA,NA,NA,1.2948,0,2.3273,0,0,0,-0.0254,-0.0172,-1
"283","SMC40887","SMC40887_2013-06-12 00:00:00_1",2013-06-12,0.474411475518429,0.365952950752471,0,-0.2206,0.6163,-275,NA,NA,NA,481.849,-25,217.18665,4e-04,-1,11.5,-3.2352,-4.7627,-34
"284","SMCR8_218","SMCR8_218_2009-06-22 00:00:00_1",2009-06-22,1.24292718647037,1.20578459031316,-2,-7e-04,-0.0068,0,-3.5,0.19095,0,-0.0153,0,-0.0057,0,0,0,-0.0013,-0.0026,-1
"285","SMCR8_219","SMCR8_219_2009-07-06 00:00:00_1",2009-07-06,0.894239041025676,0.746897562800925,-1,0,0,0,NA,NA,NA,0,-1,0,-5e-04,0,0,0,0,0
"286","SMCR8_474","SMCR8_474_2009-07-05 00:00:00_1",2009-07-05,0.944469805192688,0.97896273709209,-1,0,0,-7,NA,NA,NA,0,-8,0,0,1,0,0,0,0
"287","SMCR8_513","SMCR8_513_2009-06-22 00:00:00_1",2009-06-22,0.84593121377067,0.863217466382504,NA,NA,NA,-0.5,NA,NA,NA,0.16985,-0.5,0.28775,1e-04,0,8.5,0.22535,-0.8676,-8.5
"288","SMCR8_605","SMCR8_605_2009-07-01 00:00:00_1",2009-07-01,0.872170764385714,0.926313819336291,-2,-0.00905,-0.0191,-1,NA,NA,NA,-0.0251,0,-0.1423,0,0,-5,-0.0029,0.0325,-2
"289","SMCR8_688","SMCR8_688_2009-07-01 00:00:00_2",2009-07-01,0.980256568164875,1.04049053237423,0,-6e-04,-8e-04,0,NA,NA,NA,-0.0109,0,-0.0115,0,0,0,0,-0.0023,0
